dossier_id,mibig_accession,source_database,mibig_version,organism_key,organism_name,strain_primary_key,strain_primary_raw,ncbi_taxon_id,primary_sequence_accession,reported_start_bp,reported_end_bp,reported_length_bp,reported_bgc_boundary,mibig_bgc_class_raw,refined_bgc_class_raw,product_family_raw,primary_product_raw,chemical_class_raw,biological_role_raw,primary_reference_doi,primary_reference_year,source_sheet_title
M4-FUNG-0130,BGC0001238,MIBiG,,NCBITAXON:162425,Aspergillus nidulans,,,162425,,,,,"FJ430072.1:1-7,027 (7,027 bp)",,,,biotin,,,,,Fungal BGC Dossier — M4-FUNG-0130 / BGC0001238
M4-FUNG-0131,BGC0001239,MIBiG,,NCBITAXON:162425,Aspergillus nidulans,,,162425,,,,,"FJ430073.1:1-7,028 (7,028 bp)",,,,biotin,,,,,Fungal BGC Dossier — M4-FUNG-0131 / BGC0001239
M4-FUNG-0132,BGC0001240,MIBiG,,NCBITAXON:568076,Metarhizium robertsii,,,568076,,,,,,,,,,,proposed conidial/spore-associated factor; direct virulence requirement not established by the defining study,,,Fungal BGC Dossier — M4-FUNG-0132 / BGC0001240
M4-FUNG-0133,BGC0001241,MIBiG,,NCBITAXON:40602,Claviceps fusiformis,,,40602,,,,,,,,,,,,,,Fungal BGC Dossier — M4-FUNG-0133 / BGC0001241
M4-FUNG-0134,BGC0001242,MIBiG,,NCBITAXON:5127,Fusarium fujikuroi,,,5127,,,,,,,,,,,perithecial pigmentation during sexual development,,,Fungal BGC Dossier — M4-FUNG-0134 / BGC0001242
M4-FUNG-0135,BGC0001243,MIBiG,,NCBITAXON:40559,Botrytis cinerea,,,40559,,,,,,,,,,,,,,Fungal BGC Dossier — M4-FUNG-0135 / BGC0001243
M4-FUNG-0136,BGC0001244,MIBiG,,NCBITAXON:13684,Parastagonospora nodorum,,,13684,,,,,"KM365454.1:1-5,358 (5,358 bp); one-gene current representation",,,,,,,,,Fungal BGC Dossier — M4-FUNG-0136 / BGC0001244
M4-FUNG-0137,BGC0001245,MIBiG,,NCBITAXON:45133,Lasiodiplodia theobromae,,,45133,,,,,"KJ434938.1; MIBiG display 1-30,072 nt; submitted locus annotated from 3,800-30,072",,,,lasiodiplodin,,,,,Fungal BGC Dossier — M4-FUNG-0137 / BGC0001245
M4-FUNG-0138,BGC0001246,MIBiG,,NCBITAXON:1036732,Sarocladium zeae (historical primary paper: Acremonium zeae),,,1036732,,,,,"KJ434939.1:1-28,428; antiSMASH marks region on contig edge",,,,trans-resorcylide,,,,,Fungal BGC Dossier — M4-FUNG-0138 / BGC0001246
M4-FUNG-0139,BGC0001247,MIBiG,,NCBITAXON:29003,Cercospora nicotianae,,,29003,,,,,AY649543.1 historical record; do not interpret as complete modern CTB programme,,,,cercosporin,,,,,Fungal BGC Dossier — M4-FUNG-0139 / BGC0001247
M4-FUNG-0140,BGC0001248,MIBiG,,NCBITAXON:71945,Hypholoma sublateritium,,,71945,,,,,"EU665687.1:1-4,300; single occ gene in current MIBiG record",,,,clavaric acid,,,,,Fungal BGC Dossier — M4-FUNG-0140 / BGC0001248
M4-FUNG-0141,BGC0001249,MIBiG,,NCBITAXON:5599,Alternaria alternata,,,5599,,,,,"JQ973666.1:1-6,120; NPS6 at 664-5,994 (+)",,,,dimethylcoprogen,,,,,Fungal BGC Dossier — M4-FUNG-0141 / BGC0001249
M4-FUNG-0142,BGC0001250,MIBiG,,NCBITAXON:35717,Epichloë festucae,,,35717,,,,,"JN132403.1; MIBiG/antiSMASH region 1-14,073 nt; contig edge",,,,epichloënin A,,,,,Fungal BGC Dossier — M4-FUNG-0142 / BGC0001250
M4-FUNG-0143,BGC0001251,MIBiG,,NCBITAXON:35717,Epichloë festucae,,,35717,,,,,"JN132407.1:1-15,433; sidN at 1,269-15,341 (+)",,,,epichloënin A,,,,,Fungal BGC Dossier — M4-FUNG-0143 / BGC0001251
M4-FUNG-0144,BGC0001252,MIBiG,,NCBITAXON:5599,Alternaria alternata rough-lemon pathotype,,,5599,,,,,"AB725683.1:1-7,958; single ACRTS2 coding sequence",,,,ACR-toxin (MIBiG compound field currently UNII-YC2Q1O94PT),,,,,Fungal BGC Dossier — M4-FUNG-0144 / BGC0001252
M4-FUNG-0145,BGC0001253,MIBiG,,ORG_245994777974,Alternaria alternata tangerine pathotype,,,,,,,,AB444613.1 historical single-gene record,,,,ACT-toxin I (historical MIBiG label),,,,,Fungal BGC Dossier — M4-FUNG-0145 / BGC0001253
M4-FUNG-0146,BGC0001254,MIBiG,,NCBITAXON:5599,Alternaria alternata tangerine pathotype,,,5599,,,,,"AB516321.1:1-7,794; ACTTS3 at 83-7,456 (+)",,,,ACT-toxin II,,,,,Fungal BGC Dossier — M4-FUNG-0146 / BGC0001254
M4-FUNG-0147,BGC0001255,MIBiG,,NCBITAXON:42747,Fusarium heterosporum,,,42747,,,,,"KC439347.1:1-41,299; current MIBiG region 41,299 bp; contig-edge region",hybrid iterative type-I PKS / NRPS,,,equisetin,,,,,Fungal BGC Dossier — M4-FUNG-0147 / BGC0001255
M4-FUNG-0148,BGC0001256,MIBiG,,NCBITAXON:80604,Tapinella panuoides,,,80604,,,,,,,,,atromentin,,atromentin is a central terphenylquinone precursor; downstream ecological roles are product-family dependent and not assigned as direct T. panuoides phenotypes here,,,Fungal BGC Dossier — M4-FUNG-0148 / BGC0001256
M4-FUNG-0149,BGC0001257,MIBiG,,NCBITAXON:96454,Nodulisporium sp. ATCC 74245,,,96454,,,,,"AF151533.1:1-7,549; current MIBiG 7,549-bp contig-edge region",,,,"1,3,6,8-tetrahydroxynaphthalene; DHN-melanin precursor",,melanin pigmentation; specific ecological or virulence function in this strain NR,,,Fungal BGC Dossier — M4-FUNG-0149 / BGC0001257
M4-FUNG-0150,BGC0001258,MIBiG,,NCBITAXON:101852,Glarea lozoyensis,,,101852,,,,,,,,,"1,3,6,8-tetrahydroxynaphthalene; DHN-melanin precursor",,,,,Fungal BGC Dossier — M4-FUNG-0150 / BGC0001258
M4-FUNG-0151,BGC0001259,MIBiG,,NCBITAXON:40997,Elsinoë fawcettii,,,40997,,,,,,,,,elsinochrome A; elsinochrome family phytotoxins,,light-activated non-host-selective phytotoxin producing reactive oxygen species; contributes to citrus-scab lesion formation and conidiation,,,Fungal BGC Dossier — M4-FUNG-0151 / BGC0001259
M4-FUNG-0152,BGC0001260,MIBiG,,NCBITAXON:124418,Tolypocladium album; historical paper name Chaunopycnis alba,,,124418,,,,,,,,,terpendole E,,,,,Fungal BGC Dossier — M4-FUNG-0152 / BGC0001260
M4-FUNG-0153,BGC0001261,MIBiG,,NCBITAXON:5599,"Alternaria alternata, apple pathotype",,,5599,,,,,,,,,AM-toxin,,host-selective toxin required for pathogenicity on susceptible apple tissue,,,Fungal BGC Dossier — M4-FUNG-0153 / BGC0001261
M4-FUNG-0154,BGC0001262,MIBiG,,NCBITAXON:5599,"Alternaria alternata, Japanese-pear pathotype",,,5599,,,,,,,,,AK-toxin I,,host-selective toxin required for Japanese-pear pathogenicity,,,Fungal BGC Dossier — M4-FUNG-0154 / BGC0001262
M4-FUNG-0155,BGC0001263,MIBiG,,NCBITAXON:5111,Claviceps purpurea,,,5111,,,,,,,,,,,NR,,,Fungal BGC Dossier — M4-FUNG-0155 / BGC0001263
M4-FUNG-0156,BGC0001264,MIBiG,,NCBITAXON:1979465,Neocamarosporium betae; historical literature/MIBiG source name Phoma betae,,,1979465,,,,,,highly reducing iterative type-I PKS decalin pathway,,,betaenone A; betaenone B; betaenone C,,,,,Fungal BGC Dossier — M4-FUNG-0156 / BGC0001264
M4-FUNG-0157,BGC0001265,MIBiG,,NCBITAXON:101162,Bipolaris oryzae,,,101162,,,,,,iterative fungal PKS-dependent DHN-melanin pathway,,,DHN melanin,,,,,Fungal BGC Dossier — M4-FUNG-0157 / BGC0001265
M4-FUNG-0158,BGC0001266,MIBiG,,NCBITAXON:27339,Cladonia grayi,,,27339,,,,,,lichen orcinol depside/depsidone PKS pathway,,,grayanic acid,,,,,Fungal BGC Dossier — M4-FUNG-0158 / BGC0001266
M4-FUNG-0159,BGC0001267,MIBiG,,NCBITAXON:40602,Claviceps fusiformis,,,40602,,,,,,ergot alkaloid / clavine pathway,,,elymoclavine; agroclavine,,,,,Fungal BGC Dossier — M4-FUNG-0159 / BGC0001267
M4-FUNG-0160,BGC0001268,MIBiG,,NCBITAXON:5127,Fusarium fujikuroi,,,5127,,,,,,hybrid PKS/NRPS-derived fusarin mycotoxin pathway,,,fusarin C,,,,,Fungal BGC Dossier — M4-FUNG-0160 / BGC0001268
M4-FUNG-0161,BGC0001269,MIBiG,,NCBITAXON:49223,Sphaceloma manihoticola,,,49223,,,,,,diterpene gibberellin pathway,,,gibberellins; defining study identifies GA4 as principal endpoint and absence of GA7/GA3/GA1 capacity,,,,,Fungal BGC Dossier — M4-FUNG-0161 / BGC0001269
M4-FUNG-0162,BGC0001270,MIBiG,,NCBITAXON:5127,Fusarium fujikuroi,,,5127,,,,,,fungal diterpene gibberellin pathway,,,"gibberellins including GA3, GA1, GA7, GA4 and GA9 in the historical record",,,,,Fungal BGC Dossier — M4-FUNG-0162 / BGC0001270
M4-FUNG-0163,BGC0001271,MIBiG,,NCBITAXON:227321,Aspergillus nidulans FGSC A4,,,227321,,,,,,polyketide-derived prenyl xanthone pathway,,,emericellin,,,,,Fungal BGC Dossier — M4-FUNG-0163 / BGC0001271
M4-FUNG-0164,BGC0001272,MIBiG,,NCBITAXON:40997,Elsinoë fawcettii,,,40997,,,,,,perylenequinone polyketide phytotoxin pathway,,,elsinochrome B; elsinochrome C,,,,,Fungal BGC Dossier — M4-FUNG-0164 / BGC0001272
M4-FUNG-0165,BGC0001273,MIBiG,,NCBITAXON:40380 in canonical source row,Aspergillus ochraceus in MIBiG; defining paper reports Aspergillus westerdijkiae,,,40380 in canonical source row,,,,,,6-methylsalicylic-acid-derived polyketide pathway,,,asperlactone; defining paper also tracks isoasperlactone,,,,,Fungal BGC Dossier — M4-FUNG-0165 / BGC0001273
M4-FUNG-0166,BGC0001274,MIBiG,,NCBITAXON:75736,Starmerella bombicola (historical literature: Candida bombicola),,,75736,,,,,,glycolipid biosurfactant pathway,,,non-acetylated open-chain sophorolipid; diacetylated lactonic sophorolipid,,,,,Fungal BGC Dossier — M4-FUNG-0166 / BGC0001274
M4-FUNG-0167,BGC0001275,MIBiG,,NCBITAXON:101852,Glarea lozoyensis,,,101852,,,,,pks2 alone is sufficient for 6-MSA formation in the heterologous host; broader native downstream fate is not established by the defining study.,iterative fungal polyketide synthase,,,6-methylsalicylic acid,,native ecological role of 6-MSA in G. lozoyensis is NR; pks2 is not required for pneumocandin production.,,,Fungal BGC Dossier — M4-FUNG-0167 / BGC0001275
M4-FUNG-0168,BGC0001276,MIBiG,,NCBITAXON:33178,Aspergillus terreus,,,33178,,,,,atX alone establishes 6-MSA synthesis; downstream conversion in the native geodin-producing strain is not resolved by this record.,iterative fungal polyketide synthase,,,6-methylsalicylic acid,,native ecological role is NR; the source strain was characterized as a (+)-geodin producer.,,,Fungal BGC Dossier — M4-FUNG-0168 / BGC0001276
M4-FUNG-0169,BGC0001277,MIBiG,,NCBITAXON:5518,Fusarium graminearum,,,5518,AF359361.3,,,,,,,,15-acetyldeoxynivalenol; 3-decalonectrin,,trichothecene mycotoxin and virulence-associated chemistry; this dossier remains chemotype/pathway focused.,,,Fungal BGC Dossier — M4-FUNG-0169 / BGC0001277
M4-FUNG-0170,BGC0001278,MIBiG,,NCBITAXON:5514,Fusarium sporotrichioides,,,5514,AF359360.3,,,,,,,,T-2 toxin,,T-2 is a toxic food/feed mycotoxin.,,,Fungal BGC Dossier — M4-FUNG-0170 / BGC0001278
M4-FUNG-0171,BGC0001279,MIBiG,,NCBITAXON:1859971,Paramyrothecium roridum (historical Myrothecium roridum),,,1859971,AF009418.1,,,,,,,,deoxysambucinol; sambucinol; roridin E,,macrocyclic trichothecenes are toxic metabolites; modern species-level pathogenicity evidence is kept separate from this retired accession.,,,Fungal BGC Dossier — M4-FUNG-0171 / BGC0001279
M4-FUNG-0172,BGC0001280,MIBiG,,NCBITAXON:1979465,historical Phoma betae,,,1979465,LC011911.1,,,,direct evidence resolves decalin-scaffold formation; late oxidation and terminal betaenone A/C completion are not assigned beyond available evidence.,,,,betaenone C; betaenone A,,NR for the historical producer in the defining mechanistic study.,,,Fungal BGC Dossier — M4-FUNG-0172 / BGC0001280
M4-FUNG-0173,BGC0001281,MIBiG,,NCBITAXON:237631,Ustilago maydis 521,,,237631,,,,,,,,,ustilagic acid,,secreted biosurfactant with antibacterial/antifungal activity and reported biocontrol function.,,,Fungal BGC Dossier — M4-FUNG-0173 / BGC0001281
M4-FUNG-0174,BGC0001282,MIBiG,,NCBITAXON:5047,Epichloë coenophiala,,,5047,,,,,,,,,,,lolitrem-family indole diterpenes mediate vertebrate tremorgenicity; loline alkaloids from the LOL locus have distinct insect-focused ecology.,,,Fungal BGC Dossier — M4-FUNG-0174 / BGC0001282
M4-FUNG-0175,BGC0001284,MIBiG,,NCBITAXON:321614,Parastagonospora nodorum SN15,,,321614,KP941080.1,,,,SnPKS19 alone is sufficient for the reported AOH scaffold; a larger essential cluster is not required for this endpoint in the heterologous assay.,,,,alternariol,,ΔSnPKS19 mutants show no detected defect in virulence or oxidative-stress tolerance under tested conditions.,,,Fungal BGC Dossier — M4-FUNG-0175 / BGC0001284
M4-FUNG-0176,BGC0001286,MIBiG,,NCBITAXON:5270,Ustilago maydis,,,5270,KT852988.1,,,,,,,,itaconic acid,,industrial organic-acid product; native ecological function in U. maydis remains NR in the defining pathway study.,,,Fungal BGC Dossier — M4-FUNG-0176 / BGC0001286
M4-FUNG-0177,BGC0001290,MIBiG,,NCBITAXON:227321,Aspergillus nidulans FGSC A4,,,227321,BN001307.1,,,,"Current MIBiG display 4,210,453–4,282,984 (72,532 bp); functional eas core is narrower and genetically delimited around EasA–EasD.",,,,emericellamide A/B,,Emericellamide A has reported antibacterial activity; native ecological function in A. nidulans is NR in the defining pathway work.,,,Fungal BGC Dossier — M4-FUNG-0177 / BGC0001290
M4-FUNG-0178,BGC0001304,MIBiG,,NCBITAXON:332952,Aspergillus flavus NRRL3357,,,332952,EQ963475.1,,,,"Current MIBiG display 1,124,762–1,170,207 (45,446 bp); seed locus comprises five annotated genes including PKS, O-methyltransferase and P450.",,,,aflavarin,,Sclerotial-associated metabolite; specific ecological/virulence function for aflavarin was not established in the defining study.,,,Fungal BGC Dossier — M4-FUNG-0178 / BGC0001304
M4-FUNG-0179,BGC0001305,MIBiG,,NCBITAXON:1279085,Fusarium fujikuroi IMI 58289,,,1279085,HF679030.1,,,,"Current MIBiG display 1,327,199–1,374,844 (47,646 bp), broader than seed locus; completeness remains unknown.",,,,fujikurins A–D,,Native ecological or pathogenic role of fujikurins is NR in the defining structural/pathway report.,,,Fungal BGC Dossier — M4-FUNG-0179 / BGC0001305
M4-FUNG-0180,BGC0001306,MIBiG,,NCBITAXON:332952,Aspergillus flavus NRRL3357,,,332952,"EQ963476.1:840,072–846,480 (6,409 bp)",,,,"Compact 6,409-bp MIBiG region at EQ963476.1:840,072–846,480; MIBiG explicitly retains completeness as unknown, so no complete-pathway self-sufficiency claim is made.",,,,asperipin-2a,,Specific native ecological or virulence role of asperipin-2a is NR in the defining study.,,,Fungal BGC Dossier — M4-FUNG-0180 / BGC0001306
M4-FUNG-0181,BGC0001309,MIBiG,,NCBITAXON:174080,Cladonia uncialis mycobiont,,,174080,KT363732.1,,,,Historical accession-level record; proposed two-gene core MPAS + MPAO was selected from 32 PKS candidates by domain architecture and neighborhood logic.,,,,usnic acid,,"Usnic acid is a characteristic lichen secondary metabolite, but this record does not establish a specific ecological function causally linked to MPAS/MPAO.",,,Fungal BGC Dossier — M4-FUNG-0181 / BGC0001309
M4-FUNG-0182,BGC0001338,MIBiG,,NCBITAXON:89489,Monascus ruber,,,89489,"KT781075.1:1–42,813",,,,"Current MIBiG locus spans 42,813 bp and contains the citS/citA–E core plus regulatory/transport-associated genes; completeness marked complete.",,,,citrinin,,Citrinin is a toxic fungal polyketide/mycotoxin; native adaptive role is not resolved by the pathway reconstruction.,,,Fungal BGC Dossier — M4-FUNG-0182 / BGC0001338
M4-FUNG-0183,BGC0001339,MIBiG,,NCBITAXON:1828523,Phoma sp. MF5453,,,1828523,"KU946987.1:1–69,700",,,,"Current 69,700-bp MIBiG locus is complete and contains two iterative PKSs plus tailoring, transporter and regulatory genes.",,,,squalestatin S1,,Squalestatin S1 is a potent squalene-synthase inhibitor of pharmacological interest; native ecological role is NR in the defining cluster study.,,,Fungal BGC Dossier — M4-FUNG-0183 / BGC0001339
M4-FUNG-0184,BGC0001340,MIBiG,,NCBITAXON:89137,"Byssochlamys fulva, historical producer strain IMI 40021",,,89137,KU928136.1,,,,"Complete 52,546-bp MIBiG display with 20 genes including bfpks1, bfL1–L12 and bfR1–R7.",,,,"byssochlamic acid, agnestadrides A/B, triketide maleidride monomer",,Maleidride natural-product family; specific native ecological role for byssochlamic acid is NR in the defining biosynthetic studies.,,,Fungal BGC Dossier — M4-FUNG-0184 / BGC0001340
M4-FUNG-0185,BGC0001358,MIBiG,,NCBITAXON:33203,Purpureocillium lilacinum,,,33203,"LSBH01000002.1 seed locus 1,034,990–1,134,564",,,,"Current generated MIBiG region spans 119,575 bp around the seed locus and is on a contig edge; completeness remains unknown.",,,,leucinostatin A/B,,Leucinostatins contribute antifungal/oomycete antagonism against Phytophthora and are relevant to the organism's biocontrol phenotype.,,,Fungal BGC Dossier — M4-FUNG-0185 / BGC0001358
M4-FUNG-0186,BGC0001360,MIBiG,,NCBITAXON:1365484,Penicillium roqueforti FM164,,,1365484,HG792019.1,,,,"Defining functional cluster is ~24.4 kb with mpaA/B/C/DE/F/G/H; current MIBiG display is 1,286,594–1,334,308 (47,715 bp) and lies on a contig edge.",,,,mycophenolic acid,,MPA is an immunosuppressive secondary metabolite and a relevant contaminant of blue-veined cheeses; mpaF provides fungal self-resistance.,,,Fungal BGC Dossier — M4-FUNG-0186 / BGC0001360
M4-FUNG-0187,BGC0001365,MIBiG,,NCBITAXON:1111077,Claviceps purpurea 20.1,,,1111077,CAGA01000011.1:360607-384390,,,,"Current MIBiG display spans 46,262 nt while the canonical evidence locus is 23,784 bp; completeness remains unknown.",,,,"dithioclapurine, trithioclapurine, tetrathioclapurine",,Potential toxicological relevance of intact ETP-like chemistry in other strains is proposed; direct ecological or virulence function is UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0187 / BGC0001365
M4-FUNG-0188,BGC0001371,MIBiG,,NCBITAXON:1160106,Aspergillus nidulans NRRL 8112,,,1160106,KT806042.1,,,,"Current MIBiG v4 display is 56,631 bp on KT806042.1; completeness remains unknown. This broader display is separated from the experimentally interpreted echinocandin cluster architecture.",,,,echinocandin B,,Echinocandin B is an antifungal lipopeptide scaffold and industrial precursor to semisynthetic echinocandin drugs.,,,Fungal BGC Dossier — M4-FUNG-0188 / BGC0001371
M4-FUNG-0189,BGC0001372,MIBiG,,NCBITAXON:293382,Penicillium thymicola,,,293382,KX528209.1,,,,"Current MIBiG v3 display spans 53,605 bp on KX528209.1; completeness remains unknown.",,,,penigequinolone A,,Penigequinolones are reported insecticidal alkaloids; the direct ecological function of penigequinolone A in P. thymicola is UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0189 / BGC0001372
M4-FUNG-0190,BGC0001373,MIBiG,,NCBITAXON:573841,Sordaria araneosa,,,573841,LC079035.1,,,,"Defining genome mining identified a contiguous ~67-kb cluster with 20 ORFs; current MIBiG v3 generated display spans 117,221 bp and reaches a contig edge. Evidence and display boundaries are kept separate; completeness remains unknown.",,,,sordarin,,Sordarin is an antifungal diterpene glycoside that inhibits fungal translation through elongation factor 2.,,,Fungal BGC Dossier — M4-FUNG-0190 / BGC0001373
M4-FUNG-0191,BGC0001375,MIBiG,,NCBITAXON:69488,Penicillium simplicissimum,,,69488,LC027937.1,,,,"Defining work identified two separate penitrem gene clusters. Current MIBiG v4 displays a 12,837-bp region on LC027937.1 that reaches a contig edge; it must not be interpreted as the full two-cluster programme. Completeness remains unknown.",,,,"penitrem A, B, C, D, E and F",,Penitrem A is a tremorgenic indole-diterpene mycotoxin; direct ecological function of the complete penitrem family in this strain is UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0191 / BGC0001375
M4-FUNG-0192,BGC0001385,MIBiG,,NCBITAXON:89137,Byssochlamys fulva,,,89137,KU928136.1,,,,,,,,byssochlamic acid; agnestadrides,,Maleidrides are bioactive fungal polyketides; specific ecological role of byssochlamic acid/agnestadride production in B. fulva is UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0192 / BGC0001385
M4-FUNG-0193,BGC0001390,MIBiG,,NCBITAXON:80385,Stachybotrys bisbyi,,,80385,LC125467.1,,,,"Current MIBiG v3 display is 19,745 bp on LC125467.1 and reaches a contig edge; completeness remains unknown.",,,,LL-Z1272β,,LL-Z1272β is a pathway intermediate/precursor to diverse fungal meroterpenoids; a direct ecological role for the isolated metabolite in S. bisbyi is UNCERTAIN.,,,Fungal BGC Dossier — M4-FUNG-0193 / BGC0001390
M4-FUNG-0194,BGC0001398,MIBiG,,NCBITAXON:291059,Phomopsis leptostromiformis,,,291059,LC646903.1,,,,"Current MIBiG v2 display spans 65,569 bp on LC646903.1 and reaches a contig edge; completeness remains unknown.",,,,"phomopsin A, phomopsin B, phomopsin E",,Phomopsins are antimitotic mycotoxins associated with lupinosis and microtubule disruption.,,,Fungal BGC Dossier — M4-FUNG-0194 / BGC0001398
M4-FUNG-0195,BGC0001399,MIBiG,,NCBITAXON:227321,Aspergillus nidulans FGSC A4,,,227321,BN001302.1:3924000-3948000,,,,"Current MIBiG v4 display spans 52,472 bp on BN001302.1, while the canonical evidence locus is 3,924,000-3,948,000; display and evidence boundaries are tracked separately. Completeness remains unknown.",,,,fellutamide B,,Fellutamide B is a proteasome inhibitor; inpE provides pathway-linked producer self-resistance.,,,Fungal BGC Dossier — M4-FUNG-0195 / BGC0001399
M4-FUNG-0196,BGC0001400,MIBiG,,NCBITAXON:341663,Aspergillus terreus NIH2624 in the canonical record,,,341663,CH476608.1:371404-386869,,,,"Current MIBiG v3 display spans 47,525 bp (353,636-401,160) on CH476608.1, while the curated seed locus is 371,404-386,869 (15,466 bp). Completeness remains unknown, and the defining paper uses A. terreus var. aureus rather than NIH2624.",,,,citreoviridin,,Citreoviridin is a mycotoxin and F1-ATPase beta-subunit inhibitor that disrupts mitochondrial oxidative phosphorylation.,,,Fungal BGC Dossier — M4-FUNG-0196 / BGC0001400
M4-FUNG-0197,BGC0001401,MIBiG,,NCBITAXON:47429,Armillaria mellea,,,47429,JF739169.1,,,,"Historical accession JF739169.1 is retained as retired provenance. The mapped core neighbourhood contains the protoilludene cyclase/polyketide programme, but the five FAD-dependent halogenases ArmH1–ArmH5 required for halo-melleolide diversification are encoded outside that cluster.",,,,melleolide F; 6'-chloromelleolide F; 6'-bromomelleolide F,,Melleolides are bioactive Armillaria natural products; the native ecological role of the BGC and the specific contribution of halogenation in situ remain NR.,,,Fungal BGC Dossier — M4-FUNG-0197 / BGC0001401
M4-FUNG-0198,BGC0001403,MIBiG,,NCBITAXON:330879,Aspergillus fumigatus Af293,,,330879,CM000172.1,,,,"Current MIBiG display spans CM000172.1:3,816,931–3,862,461 (45,531 bp), broader than the canonical seed. Completeness remains unknown despite strong functional genetics.",,,,"seed 3,820,195–3,845,905; trypacidin",,Trypacidin is conidia-associated and antiphagocytic; it is also toxic to pulmonary/bronchial epithelial cells. These host-interaction effects are distinct from the endocrocin shunt phenotype.,,,Fungal BGC Dossier — M4-FUNG-0198 / BGC0001403
M4-FUNG-0199,BGC0001404,MIBiG,,NCBITAXON:500485,Penicillium rubens Wisconsin 54-1255,,,500485,AM920436.1,,,,"Current MIBiG display spans AM920436.1:1,172,232–1,229,585 (57,354 bp), broader than the canonical seed; completeness remains unknown.",,,,"seed 1,187,590–1,216,347; sorbicillin",,"Sorbicillinoids have reported antiviral, anti-inflammatory and antimicrobial activities; their native ecological function in Wisconsin 54-1255 is NR.",,,Fungal BGC Dossier — M4-FUNG-0199 / BGC0001404
M4-FUNG-0200,BGC0001405,MIBiG,,NCBITAXON:306901,Chaetomium globosum CBS 148.51,,,306901,CH408033.1,,,,"Current MIBiG display spans CH408033.1:2,441,538–2,514,848 (73,311 bp); the defining study describes an approximately 65-kb caz cluster. Completeness remains unknown.",,,,"seed 2,447,651–2,507,160; chaetoviridin E; 11-epichaetomugilin A",,Chaetoviridins/chaetomugilins are bioactive azaphilones; a specific native ecological function for this C. globosum locus is NR.,,,Fungal BGC Dossier — M4-FUNG-0200 / BGC0001405
M4-FUNG-0201,BGC0001445,MIBiG,,NCBITAXON:332952,Aspergillus flavus NRRL 3357,,,332952,EQ963479.1,,,,"Current MIBiG display spans EQ963479.1:684,693–736,533 (51,841 bp), with the experimentally delineated cluster contained inside the broader display.",,,,"seed 704,693–736,312; leporin B",,Leporin B forms a distinctive trimeric iron complex with antiinsectan/antifeedant properties; forced production also disrupts normal developmental output.,,,Fungal BGC Dossier — M4-FUNG-0201 / BGC0001445
M4-FUNG-0202,BGC0001446,MIBiG,,NCBITAXON:332952,Aspergillus flavus NRRL 3357,,,332952,EQ963472.1,,,,"Current MIBiG display spans EQ963472.1:2,626,293–2,672,837 (46,545 bp), broader than the canonical 15,813-bp seed; record completeness is complete.",,,,"seed 2,642,293–2,658,105; asparasone A",,Asparasone-family pigments protect A. flavus sclerotia from biotic predation and abiotic UV/heat stress.,,,Fungal BGC Dossier — M4-FUNG-0202 / BGC0001446
M4-FUNG-0203,BGC0001449,MIBiG,,NCBITAXON:78579,Thermothelomyces thermophilus,,,78579,CP003004.1,,,,"Current MIBiG display spans CP003004.1:1,161,825–1,217,500 (55,676 bp); the canonical seed begins at 1,175,000. Record completeness is complete.",,,,"seed 1,175,000–1,217,500; UCS1025A",,UCS1025A is a strong telomerase-inhibitory natural product; the native ecological function of this pathway in T. thermophilus is NR.,,,Fungal BGC Dossier — M4-FUNG-0203 / BGC0001449
M4-FUNG-0204,BGC0001450,MIBiG,,NCBITAXON:374132,Penicillium terrestre,,,374132,MF989995.1,,,,BGC0001450 is retired historical provenance. A later active MIBiG macrophorin record exists for a related/later-resolved locus; it is recorded as relationship evidence rather than silently replacing this accession.,,,,"macrophorin A; 4'-oxomacrophorin A, D and E",,Macrophorins are bioactive isoprenoid epoxycyclohexenones; a specific native ecological function of the retired record is NR.,,,Fungal BGC Dossier — M4-FUNG-0204 / BGC0001450
M4-FUNG-0205,BGC0001466,MIBiG,,NCBITAXON:28567,Talaromyces wortmannii,,,28567,MG837519.1,,,,"BGC0001466 is retained as a retired, complete historical record on accession MG837519.1. The mechanistic interpretation is anchored to the defining PKS–C-domain study rather than extrapolated from homologs.",,,,wortmanamide,,"Wortmanamides resemble long-chain N-acyl-amide signaling lipids structurally, but a native receptor-mediated signaling role in T. wortmannii has not been demonstrated; ecological function is NR.",,,Fungal BGC Dossier — M4-FUNG-0205 / BGC0001466
M4-FUNG-0206,BGC0001475,MIBiG,,NCBITAXON:341663,Aspergillus terreus NIH2624,,,341663,,,,,"Current MIBiG display spans NT_165929.1:465,556–486,785 (21,230 bp), broader than the 9,621-bp canonical seed. The defining study describes an approximately 17-kb functional astA–astD neighbourhood; MIBiG completeness remains unknown.",,,,"seed 472,400–482,020; aspterric acid",,Aspterric acid is a herbicidal natural product targeting dihydroxy-acid dehydratase in branched-chain amino-acid biosynthesis; AstD protects the producing pathway from that same target mechanism.,,,Fungal BGC Dossier — M4-FUNG-0206 / BGC0001475
